"species","phylum","stage","pred.esd","pred.esd.sd","prey.species","prey.esd","prey.esd.sd","temperature","selectivity","Fmax.at.15.degreeC.[ml.mgC-1.h-1]","Fmax.sd","Imax.at.15.degreeC.[mugC.mugC-1.h-1]","Imax.sd","Imax.method","primary reference","secondary reference"
"Acartia tonsa","Copepod","",340.337129576082,NA,"Isochrysis galbana",5.2610711929301,NA,"18",NA,"50",NA,0.0819036467645353,NA,"Extracted","Støttrup and Jensen (1990)","Kiorboe (2016)"
"Acartia tonsa","Copepod","",340.337129576082,NA,"Dunaliella tertiolecta",3.88700012380694,NA,"18",NA,"161",NA,0.0238593502766727,0.0115160507462023,"Extracted","Støttrup and Jensen (1990)","Kiorboe (2016)"
"Acartia tonsa","Copepod","",340.337129576082,NA,"Rhodomonas baltica",6.29765365916839,NA,"18",NA,"151",NA,0.0479948996215526,NA,"Extracted","Støttrup and Jensen (1990)","Kiorboe (2016)"
"Acartia tonsa","Copepod","",340.337129576082,NA,"Thalassiosira weifsflogii",13.1867664822376,NA,"18",NA,"419",NA,0.0773782312623703,NA,"Extracted","Støttrup and Jensen (1990)","Kiorboe (2016)"
"Acartia tonsa","Copepod","",340.337129576082,NA,"Ditylum brightwellii",22.2548611992956,NA,"18",NA,"290",NA,0.0357571562917543,NA,"Extracted","Støttrup and Jensen (1990)","Kiorboe (2016)"
"Paracartia grani","Copepod","",429.917045948188,NA,"Oxyrrhis marina",14.9483478098139,NA,"20",NA,"552",NA,0.0347623123444364,0.00204484190261391,"Extracted","Calbet et al (2007)","Kiorboe (2016)"
"Aetideus divergens","Copepod","",695.948289829679,NA,"Thallasiosira fluviatilis",11.7773663418043,NA,"12",NA,"23",NA,0.000447283822821852,NA,"Extracted","Robertson and Frost (1977)","Kiorboe (2016)"
"Aetideus divergens","Copepod","",695.948289829679,NA,"Coscinodiscus angstii",34.0683377794876,NA,"12",NA,"217",NA,0.00104995241505487,NA,"Extracted","Robertson and Frost (1977)","Kiorboe (2016)"
"Aetideus divergens","Copepod","",695.948289829679,NA,"Coscinodiscus angstii",61.0837610023372,NA,"12",NA,"446",NA,0.00234708862993035,NA,"Extracted","Robertson and Frost (1977)","Kiorboe (2016)"
"Aetideus divergens","Copepod","",695.948289829679,NA,"Artemia nauplii",229.331299475726,NA,"12",NA,"772",NA,0.0423547683355467,NA,"Extracted","Robertson and Frost (1977)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Emiliania huxley",5.3,0.2,"13",NA,"2",NA,NA,NA,NA,"Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Emiliania huxley",3.6,0.2,"13",NA,"5",NA,NA,NA,NA,"Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Emiliania huxley",3.9,0.1,"13",NA,"14",NA,0.00926614174641874,0.00184298951862472,"Extracted","Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Prymnesium patelliferum",6.4,0,"13",NA,"6",NA,NA,NA,NA,"Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Thallasiosira nordenskioeldii",13.8,NA,"13",NA,"61",NA,NA,NA,NA,"Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Thallasiosira nordenskioeldii",17,0.9,"13",NA,"87",NA,NA,NA,NA,"Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Chaetoceros calcitrans",3,0.2,"13",NA,"8",NA,NA,NA,NA,"Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Pavlova lutheri",4.6,0.1,"13",NA,"4",NA,NA,NA,NA,"Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Rhodomonas baltica",8,0.2,"13",NA,"30",NA,0.0127473441704877,0.0014846304455588,"Extracted","Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Rhodomonas baltica",8,0.2,"13",NA,"33",NA,0.0127473441704877,0.0014846304455588,"Extracted","Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus finmarchicus","Copepod","CV + F",1182.95289010693,NA,"Emiliania huxley",3.9,0.1,"13",NA,"14",NA,0.00926614174641874,0.00184298951862472,"Extracted","Nejstgaard et al (1995)","Kiorboe (2016)"
"Calanus pacificus","Copepod","",1066.79084390575,NA,"Coscinodiscus angstii",35,NA,"12.5",NA,"154",NA,0.0181449417566882,0.000644399800704814,"Extracted","Frost (1972)","Kiorboe (2016)"
"Calanus pacificus","Copepod","",1066.79084390575,NA,"Coscinodiscus eccentricus",75,NA,"12.5",NA,"223",NA,0.0171274683871543,0.0012209680434407,"Extracted","Frost (1972)","Kiorboe (2016)"
"Calanus pacificus","Copepod","",1066.79084390575,NA,"Centric diatiom",87,NA,"12.5",NA,"294",NA,0.0191624151262221,0.00086485236410383,"Extracted","Frost (1972)","Kiorboe (2016)"
"Calanus sinicus","Copepod","",782.146140577399,NA,"Alexandrium tamarense",17.233071739704,0.0910915471677232,"18",NA,"84",NA,0.0198863329109222,0.00152971791622478,"Extracted","Liu and Wang (2002)","Kiorboe (2016)"
"Calanus sinicus","Copepod","",782.146140577399,NA,"Alexandrium tamarense",22.2765406101015,1.95982252199225,"18",NA,"43",NA,0.0152971791622478,0,"Extracted","Liu and Wang (2002)","Kiorboe (2016)"
"Calanus sinicus","Copepod","",782.146140577399,NA,"Thallasiosira weissflogii",6.14531790947364,0.136421278780978,"18",NA,"43",NA,0.00994316645546109,NA,"Extracted","Liu and Wang (2002)","Kiorboe (2016)"
"Calanus sinicus","Copepod","",936.77520638567,NA,"Chattonella antiqua",26.4756929640592,NA,"20",NA,"66",NA,0.0117197298837457,NA,"Extracted","Uye (1986)","Kiorboe (2016)"
"Centropages yamadai","Copepod","",534.091761414489,NA,"Chattonella antiqua",26.4756929640592,NA,"20",NA,"169",NA,0.0211052488967805,NA,"Extracted","Uye (1986)","Kiorboe (2016)"
"Clausocalanus lividus","Copepod","",649.941351091802,NA,"Rhodomonas salina",6.8,NA,"18.2",NA,"18",NA,0.0162407179904104,0.0138885485581754,"Extracted","Isari and Saiz (2011)","Kiorboe (2016)"
"Clausocalanus lividus","Copepod","",649.941351091802,NA,"Hetrocapsa sp",13.6,NA,"18.2",NA,"88",NA,0.0161047259965743,0,"Extracted","Isari and Saiz (2011)","Kiorboe (2016)"
"Clausocalanus lividus","Copepod","",583.215161435372,NA,"Thallasiosira Weisflogii",14,NA,"20",NA,"259",NA,0.0342727169325571,0.00437345296118863,"Extracted","Isari and Saiz (2011)","Kiorboe (2016)"
"Clausocalanus lividus","Copepod","",543.207710379975,NA,"Gymnodinium sp",16.2,NA,"20",NA,"197",NA,0.0311187816166796,0.0105105787340416,"Extracted","Isari and Saiz (2011)","Kiorboe (2016)"
"Clausocalanus lividus","Copepod","",680.993803147465,NA,"Oxhyrris marina",17.1,NA,"13.9",NA,"253",NA,0.0224097164252953,0.00248742309104592,"Extracted","Isari and Saiz (2011)","Kiorboe (2016)"
"Clausocalanus lividus","Copepod","",659.809138199233,NA,"Strombidium sulcatum",27.8,NA,"13.9",NA,"483",NA,0.0356338391979526,0.00834907960232135,"Extracted","Isari and Saiz (2011)","Kiorboe (2016)"
"Euchaeta elongata","Copepod","",2162.24687749439,NA,"Pseudocalanus sp.",448.111910663373,NA,"8",NA,"185",NA,0.0142997465959802,0.00329154147406022,"Extracted","Yen (1985)","Kiorboe (2016)"
"Euchaeta elongata","Copepod","",2162.24687749439,NA,"Acartia clausii",341.973390929433,NA,"8",NA,"115",NA,0.00836063615593849,0.000412395874498213,"Extracted","Yen (1985)","Kiorboe (2016)"
"Euchaeta norvegica","Copepod","",2777.38908235894,NA,NA,NA,NA,"7.5",NA,"166",NA,NA,NA,NA,"Yen (1987)","Kiorboe (2016)"
"Euterpina acutifrons","Copepod","",281.126301936634,NA,"plastic beads",NA,NA,"19",NA,"568",NA,NA,NA,NA,"Sautour and Castel (1993)","Kiorboe (2016)"
"Euterpina acutifrons","Copepod","",281.126301936634,NA,"Isochrysis galbana",5.2610711929301,NA,"19",NA,"194",NA,NA,NA,NA,"Sautour and Castel (1993)","Kiorboe (2016)"
"Euterpina acutifrons","Copepod","",281.126301936634,NA,"Chaetoceros calcitrans",9.22483868588998,NA,"19",NA,"147",NA,NA,NA,NA,"Sautour and Castel (1993)","Kiorboe (2016)"
"Euterpina acutifrons","Copepod","",281.126301936634,NA,"Skeletonema costatum",4.79317356984603,NA,"19",NA,"379",NA,NA,NA,NA,"Sautour and Castel (1993)","Kiorboe (2016)"
"Euterpina acutifrons","Copepod","",281.126301936634,NA,"Prorocentrum micans",24.6594721917921,NA,"18",NA,"175",NA,0.0713025884930214,NA,"Extracted","Nassogne (1970)","Kiorboe (2016)"
"Euterpina acutifrons","Copepod","",281.126301936634,NA,"Platymonas succia",6.17550670792349,NA,"18",NA,"437",NA,0.045256097078286,NA,"Extracted","Nassogne (1970)","Kiorboe (2016)"
"Euterpina acutifrons","Copepod","",281.126301936634,NA,"Gymnodinium sp",5.99087312636524,NA,"18",NA,"87",NA,0.0017313470552952,NA,"Extracted","Nassogne (1970)","Kiorboe (2016)"
"Neocalanus cristatus","Copepod","CV",1289.14981512753,NA,"Thalassiosira weisflogii",11.9496811971309,NA,"12",NA,"121",NA,NA,NA,NA,"Frost et al (1983)","Kiorboe (2016)"
"Neocalanus plumchrus","Copepod","CV",2342.54067631398,NA,"Thalassiosira weisflogii",11.9496811971309,NA,"12",NA,"30",NA,NA,NA,NA,"Frost et al (1983)","Kiorboe (2016)"
"Oncaea mediterranea","Copepod","NV",84.7081231170825,NA,"Gymnodinium nelsoni",42.4313767178822,1.77312916227219,"20",NA,"129",NA,0.0152961701021371,NA,"Extracted","Paffenhöfer (1993)","Kiorboe (2016)"
"Oncaea mediterranea","Copepod","C",112.11484558126,NA,"Gymnodinium nelsoni",42.4313767178822,1.77312916227219,"20",NA,"102",NA,0.0122050690606634,NA,"Extracted","Paffenhöfer (1993)","Kiorboe (2016)"
"Oncaea mediterranea","Copepod","C",124.636547813454,NA,"Gymnodinium nelsoni",42.4313767178822,1.77312916227219,"20",NA,"78",NA,0.00912378933059448,NA,"Extracted","Paffenhöfer (1993)","Kiorboe (2016)"
"Oncaea mediterranea","Copepod","C",135.280022644993,NA,"Gymnodinium nelsoni",42.4313767178822,1.77312916227219,"20",NA,"154",NA,0.0182137184443749,NA,"Extracted","Paffenhöfer (1993)","Kiorboe (2016)"
"Oncaea mediterranea","Copepod","C",170.986695464717,NA,"Gymnodinium nelsoni",42.4313767178822,1.77312916227219,"20",NA,"149",NA,0.0175752994473554,NA,"Extracted","Paffenhöfer (1993)","Kiorboe (2016)"
"Oncaea mediterranea","Copepod","C",193.425509153925,NA,"Gymnodinium nelsoni",42.4313767178822,1.77312916227219,"20",NA,"88",NA,0.0104064273043553,NA,"Extracted","Paffenhöfer (1993)","Kiorboe (2016)"
"Oncaea mediterranea","Copepod","C",208.968784252523,NA,"Gymnodinium nelsoni",42.4313767178822,1.77312916227219,"20",NA,"178",NA,0.0208865877490313,NA,"Extracted","Paffenhöfer (1993)","Kiorboe (2016)"
"Oncaea mediterranea","Copepod","C",246.779337600332,NA,"Gymnodinium nelsoni",42.4313767178822,1.77312916227219,"20",NA,"49",NA,0.00609351283197649,NA,"Extracted","Paffenhöfer (1993)","Kiorboe (2016)"
"Oncaea mediterranea","Copepod","C",247.817328103447,NA,"Gymnodinium nelsoni",42.4313767178822,1.77312916227219,"20",NA,"52",NA,0.00549800816914149,NA,"Extracted","Paffenhöfer (1993)","Kiorboe (2016)"
"Paracalanus crassirostris","Copepod","",404.971028727556,NA,"Alexandrium tamarense",17.233071739704,0.0910915471677232,"18",NA,"104",NA,0.0183566149946974,0.00382429479056196,"Extracted","Liu and Wang (2002)","Kiorboe (2016)"
"Paracalanus crassirostris","Copepod","",404.971028727556,NA,"Alexandrium tamarense",22.2765406101015,1.95982252199225,"18",NA,"99",NA,0.0183566149946974,0.00305943583244957,"Extracted","Liu and Wang (2002)","Kiorboe (2016)"
"Paracalanus crassirostris","Copepod","",404.971028727556,NA,"Thallasiosira weissflogii",6.14531790947364,0.136421278780978,"18",NA,"114",NA,0.0111669407884409,0.00145323202041354,"Extracted","Liu and Wang (2002)","Kiorboe (2016)"
"Paracalanus parvus","Copepod","",349.929096861223,NA,"Chattonella antiqua",26.4756929640592,NA,"20",NA,"185",NA,0.0229742476436021,NA,"Extracted","Uye (1986)","Kiorboe (2016)"
"Paracalanus parvus","Copepod","",316.617901693083,NA,"Thalassiosira weisflogii",11.0106136648522,NA,"20",NA,"2480",NA,NA,NA,NA,"Paffenhöfer and Stearns (1988)","Kiorboe (2016)"
"Pseudocalanus elongatus","Copepod","",502.599590219564,NA,"Karenia mikimotoi",19.5800839277556,NA,"18",NA,"211",17.2586810891769,0.00713010155192974,1.32104153703803e-10,"Extracted","Schultz and Kiorboe (2009)","Kiorboe (2016)"
"Pseudocalanus elongatus","Copepod","",502.599590219564,NA,"Gyrodinium instriatum",24.2493931150417,NA,"18",NA,"210",56.3783582246445,0.0208579272559319,2.14413656306338e-09,"Extracted","Schultz and Kiorboe (2009)","Kiorboe (2016)"
"Pseudocalanus marinus","Copepod","",418.542399404635,NA,"Chattonella antiqua",26.4756929640592,NA,"20",NA,"146",NA,NA,NA,NA,"Schultz and Kiorboe (2009)","Kiorboe (2016)"
"Temora longicornis","Copepod","",518.823563020175,NA,"Karenia mikimotoi",19.5800839277556,NA,"18",NA,"91",123.425719304416,0.0054639128111531,9.65058312282428e-13,"Extracted","Schultz and Kiorboe (2009)","Kiorboe (2016)"
"Temora longicornis","Copepod","",518.823563020175,NA,"Gyrodinium instriatum",24.2493931150417,NA,"18",NA,"178",17.4330112011887,0.0185945446175776,2.90247514965827e-13,"Extracted","Schultz and Kiorboe (2009)","Kiorboe (2016)"
"Tortanus dextrilobatus","Copepod","",729.078046140251,25.8750052807954,"Oithona davisae",156.169378420932,NA,"14",NA,"283",NA,0.00554224611300136,0.00184741537100045,"Extracted","Hooff and Bollens (2004)","Kiorboe (2016)"
"Tortanus dextrilobatus","Copepod","",666.901818469104,16.5327896741019,"Oithona davisae",146.961011702052,NA,"19",NA,"160",NA,0.00579621972495262,0.00138005231546491,"Extracted","Hooff and Bollens (2004)","Kiorboe (2016)"
"Tortanus dextrilobatus","Copepod","",729.078046140251,25.8750052807954,"Acartia sp",362.033865430164,9.68652375377133,"14",NA,"913",NA,0.0688162225697669,0.0124700537542531,"Extracted","Hooff and Bollens (2004)","Kiorboe (2016)"
"Tortanus dextrilobatus","Copepod","",666.901818469104,16.5327896741019,"Acartia sp",335.519516170062,13.1576262469935,"19",NA,"896",NA,0.045265715947249,0.0121444603760912,"Extracted","Hooff and Bollens (2004)","Kiorboe (2016)"
"Tortanus discaudatus","Copepod","",659.578184925528,NA,"Calanus pacificus NIII",167.099279758028,NA,"12.5",NA,"3130",NA,0.0294436009927699,0.0154538205113829,"Extracted","Ambler and Frost (1974)","Kiorboe (2016)"
"Tortanus discaudatus","Copepod","",659.578184925528,NA,"Calanus pacificus NV",221.632531185158,NA,"12.5",NA,"4787",NA,0.0489775116072303,0.00641638777399973,"Extracted","Ambler and Frost (1974)","Kiorboe (2016)"
"Tortanus forcipatus","Copepod","",463.736051585575,5.96452306423903,"Pseuodiaptomus nauplii",108.281799236484,NA,"21",NA,"506",NA,0.00651466273856196,0.00201951536412312,"Extracted","Uye and Kayano (1994a)","Kiorboe (2016)"
"Tortanus forcipatus","Copepod","",463.736051585575,5.96452306423903,"Oithona davisae",156.169378420932,NA,"21",NA,"686",NA,0.0141525431906691,0.00259760488096813,"Extracted","Uye and Kayano (1994a)","Kiorboe (2016)"
"Tortanus forcipatus","Copepod","",460.665517803968,5.96452306423903,"Artemia nauplii",236.166430350914,NA,"21",NA,"738",NA,0.0563855292199673,0.019851140206338,"Extracted","Uye and Kayano (1994a)","Kiorboe (2016)"
"Tortanus spp","Copepod","CI-III",259.411781510087,NA,"Oithona davisae CV-VI",151.704930127379,NA,"25",1,"879",NA,0.0149236293812862,NA,"Extracted","Uye and Kayano (1994b)","Kiorboe (2016)"
"Tortanus spp","Copepod","CI-III",259.411781510087,NA,"Oithona davisae CV-VI",151.704930127379,NA,"20",1,"792",NA,0.0249720083082632,NA,"Extracted","Uye and Kayano (1994b)","Kiorboe (2016)"
"Tortanus spp","Copepod","CVI F",446.790818355012,NA,"Oithona davisae CV-VI",151.704930127379,NA,"25",1,"580",NA,0.0116255603970232,NA,"Extracted","Uye and Kayano (1994b)","Kiorboe (2016)"
"Tortanus spp","Copepod","CVI F",446.790818355012,NA,"Oithona davisae CV-VI",151.704930127379,NA,"20",1,"620",NA,0.0136857269732118,NA,"Extracted","Uye and Kayano (1994b)","Kiorboe (2016)"
"Tortanus spp","Copepod","CIV-V",328.317290881873,NA,"Oithona davisae CV-VI",151.704930127379,NA,"25",1,"697",NA,0.0128088908680635,NA,"Extracted","Uye and Kayano (1994b)","Kiorboe (2016)"
"Tortanus spp","Copepod","CIV-V",328.317290881873,NA,"Oithona davisae CV-VI",151.704930127379,NA,"20",1,"884",NA,0.0177379646458693,NA,"Extracted","Uye and Kayano (1994b)","Kiorboe (2016)"
"Tortanus spp","Copepod","CVI M",377.878143933997,NA,"Oithona davisae CV-VI",151.704930127379,NA,"25",1,"432",NA,0.0136156171590439,NA,"Extracted","Uye and Kayano (1994b)","Kiorboe (2016)"
"Tortanus spp","Copepod","CVI M",377.878143933997,NA,"Oithona davisae CV-VI",151.704930127379,NA,"20",1,"543",NA,0.0171278598161381,NA,"Extracted","Uye and Kayano (1994b)","Kiorboe (2016)"
"Acartia tonsa","Copepod","F",398.913559116661,NA,"Dunaliela tertiolecta",7.2533,NA,"20",NA,"218.505072697302",68.6730228477235,0.16231805400371,NA,"Extracted","Besiktepe and Dam (2002)","-"
"Acartia tonsa","Copepod","F",398.913559116661,NA,"Uronema sp.",7.906,NA,"20",NA,"337.122112161552",81.159027001855,0.0599328199398314,NA,"Extracted","Besiktepe and Dam (2002)","-"
"Acartia tonsa","Copepod","F",398.913559116661,NA,"Thalassiosira wissflogii",10.2037,NA,"20",NA,"505.683168242327",156.075051926644,0.0468225155779933,NA,"Extracted","Besiktepe and Dam (2002)","-"
"Acartia tonsa","Copepod","F",398.913559116661,NA,"Prorocentrum minimum",12.0052,NA,"20",NA,"461.982153702867",218.505072697302,0.0636786211860709,NA,"Extracted","Besiktepe and Dam (2002)","-"
"Acartia tonsa","Copepod","F",398.913559116661,NA,"Oxyrrhis sp.",13.9112,NA,"20",NA,"221.626573735835",74.9160249247892,0.0274692091390894,NA,"Extracted","Besiktepe and Dam (2002)","-"
"Calanus helgolandicus","Copepod","NIII",196.6244,NA,"Rhodomonas baltica",7.5,0.5,"12",NA,"108.99046",9.50460461394364,0.0383748411287975,0.00344541917255457,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NIII",188.4562,NA,"Isochrysis galbana",4.5,0.5,"12",NA,"80.99861",40.6154720773512,0.0442587204032266,0.021589619708891,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NIII",194.8292,NA,"Prorocentrum micans",26.5,0.5,"12",NA,"396.00511",146.790728309021,0.169016945074614,0.0614274012807303,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NIII",177.7706,NA,"Pleurochrysis carterae",9.5,0.5,"12",NA,"189.15373",46.6202375990927,0.164617666556796,0.031187331359393,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NIII",183.2888,NA,"Thalassiosira weissflogii",13,1,"12",NA,"126.21624",40.9216106513452,0.0665892875831926,0.0206808139850885,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NIV",213.2419,NA,"Rhodomonas baltica",7.5,0.5,"12",NA,"125.65876",19.5595096813674,0.0432172023435928,0.00670611760504027,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NIV",233.1888,NA,"Isochrysis galbana",4.5,0.5,"12",NA,"38.63566",1.28205229911694,0.0283476008360302,0.000783476405015909,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NIV",235.1185,NA,"Prorocentrum micans",26.5,0.5,"12",NA,"202.66471",35.7851730106817,0.0970021388794402,0.015147898478308,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NIV",217.3503,NA,"Pleurochrysis carterae",9.5,0.5,"12",NA,"110.42251",50.3120016804069,0.0782826599572764,0.0348313857787432,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NIV",238.0483,NA,"Thalassiosira weissflogii",13,1,"12",NA,"111.22239",33.0071453444503,0.05161969383483,0.0141267904009716,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NV",296.0498,NA,"Rhodomonas baltica",7.5,0.5,"12",NA,"89.96082",20.7447517954834,0.0297596691025811,0.00609116034263355,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NV",278.3547,NA,"Isochrysis galbana",4.5,0.5,"12",NA,"17.82972",6.2813339311011,0.0127720456599056,0.00159127126254561,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NV",272.4973,NA,"Prorocentrum micans",26.5,0.5,"12",NA,"133.87634",21.6476833887657,0.0627113302293109,0.00897151414668433,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NV",252.5501,NA,"Pleurochrysis carterae",9.5,0.5,"12",NA,"97.5586",5.66284974806907,0.056236022745676,0.00252305186795157,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NV",270.2707,NA,"Thalassiosira weissflogii",13,1,"12",NA,"107.51656",30.6502628052647,0.0475765273395154,0.0120771184784924,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NVI",328.6115,NA,"Rhodomonas baltica",7.5,0.5,"12",NA,"40.02175",2.97778876914468,0.0137181892869144,0.00142526641941967,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NVI",328.0226,NA,"Isochrysis galbana",4.5,0.5,"12",NA,"19.77439",8.9048015100628,0.0118986571901701,0.00450357777520417,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NVI",291.265,NA,"Prorocentrum micans",26.5,0.5,"12",NA,"143.41425",25.146632555909,0.0680201790502131,0.0111844034332967,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NVI",296.0498,NA,"Pleurochrysis carterae",9.5,0.5,"12",NA,"47.09754",7.13535925851359,0.027358011596057,0.00375911609716814,"Extracted","Rey et al (2001)",NA
"Calanus helgolandicus","Copepod","NVI",314.0108,NA,"Thalassiosira weissflogii",13,1,"12",NA,"56.92063",13.2135875124146,0.0255812720714958,0.00548378466298884,"Extracted","Rey et al (2001)",NA
"Acartia grani","Copepod",NA,403.2693,NA,"Alexandrium minutum",19.27,NA,"17.5",NA,"177.15",39.7723269206962,0.0797322591570562,0.0159464518314112,"Extracted","Marinho da Costa and Fernandez (2002)","Saiz and Alcaraz (1991)"
"Acartia grani","Copepod",NA,403.2693,NA,"Gyrodinium corsicum",12.61,NA,"17.5",NA,"71.46",13.5075827277836,0.0363954312387503,0.00694139667955548,"Extracted","Marinho da Costa and Fernandez (2002)","Saiz and Alcaraz (1991)"
"Acartia grani","Copepod",NA,403.2693,NA,"Rhodomonas baltica",7.53,NA,"17.5",NA,"48.45",5.81576478557351,0.0264523495085763,0.00337689568194591,"Extracted","Marinho da Costa and Fernandez (2002)","Saiz and Alcaraz (1991)"
"Euterpina acutifrons","Copepod",NA,281.126301936634,NA,"Alexandrium minutum",19.27,NA,"17.5",NA,"229.01",32.672186259223,0.116290832448082,0.0155054443264109,"Extracted","Marinho da Costa and Fernandez (2002)","Kiorboe (2016)"
"Euterpina acutifrons","Copepod",NA,281.126301936634,NA,"Gyrodinium corsicum",12.61,NA,"17.5",NA,"153.05",62.0217773056437,0.0797422851072561,0.00664519042560468,"Extracted","Marinho da Costa and Fernandez (2002)","Kiorboe (2016)"
"Euterpina acutifrons","Copepod",NA,281.126301936634,NA,"Rhodomonas baltica",7.53,NA,"17.5",NA,"113.12",7.75272216320546,0.0620217773056437,0.0387636108160273,"Extracted","Marinho da Costa and Fernandez (2002)","Kiorboe (2016)"
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,3.127,NA,"23-27",0,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,3.9541,NA,"23-27",0,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,5,NA,"23-27",0,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,6.2359,NA,"23-27",0,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,8.2188,NA,"23-27",1.94035947712419e-05,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,10.1098,NA,"23-27",0,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,12.6087,NA,"23-27",0.000267565359477124,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,15.5097,NA,"23-27",0.00020016339869281,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,19.6123,NA,"23-27",0.000219566993464052,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,25.1447,NA,"23-27",0.00102124183006536,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,32.2379,NA,"23-27",0.00128778594771242,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,40.2064,NA,"23-27",0.000476919934640523,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,51.5483,NA,"23-27",0.000506535947712418,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Acartia erythraea","Copepod","F",401.555447758282,NA,NA,62.5392,NA,"23-27",0,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Centropages yamadai","Copepod","F",534.091761414489,NA,NA,3.0135,NA,"23-27",0.000121527777777778,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Centropages yamadai","Copepod","F",534.091761414489,NA,NA,3.8817,NA,"23-27",4.03645833333333e-05,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Centropages yamadai","Copepod","F",534.091761414489,NA,NA,5,NA,"23-27",4.47048611111111e-05,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Centropages yamadai","Copepod","F",534.091761414489,NA,NA,6.3505,NA,"23-27",0.000141927083333333,NA,NA,NA,NA,NA,"Uye (1986)",NA
"Centropages yamadai","Copepod","F",534.091761414489,NA,NA,8.0658,NA,"23-27",0.000259548611111111,NA,NA,NA,NA,NA,"Uye (1986)",NA
